CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Launching and Leading Startups ,Winter 2020 ,"Cast, Carter" ,KIEI-470-0 (41) ,Winter 2020 Bidding Phase II ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,0 ,0 ,0 ,44 ,0 ,Full-Time ,0 ,0
Entrepreneurial Selling ,Winter 2020 ,"Sykes, Andrew" ,KIEI-454-0 (81) ,Winter 2020 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,0 ,37 ,65 ,7 ,"Exchange, Full-Time, E&W" ,0 ,30
Introduction to Software Development ,Winter 2020 ,"Eng, Brian" ,KIEI-451-0 (81) ,Winter 2020 Bidding Phase II ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,3 ,0 ,10 ,50 ,3 ,"Exchange, Full-Time, E&W" ,0 ,7
New Venture Discovery ,Winter 2020 ,"Farsht, Stephanie" ,KIEI-462-0 (31) ,Winter 2020 Bidding Phase II ,KIEI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,26 ,853 ,4 ,32 ,4 ,"Full-Time, E&W" ,0 ,0
New Venture Discovery ,Winter 2020 ,"Eschbach, Jeffrey" ,KIEI-462-0 (81) ,Winter 2020 Bidding Phase II ,KIEI ,Chicago ,Sat 1:30PM - 4:30PM ,5 ,0 ,11 ,32 ,5 ,"Full-Time, E&W" ,0 ,6
Data Analytics Decisions ,Winter 2020 ,"Shapiro, Joel" ,KMCI-940-0 (31) ,Winter 2020 Bidding Phase II ,KMCI ,Evanston ,Tue 1:30PM - 4:30PM ,8 ,0 ,18 ,35 ,8 ,"Full-Time, E&W" ,0 ,10
Effective Philanthropy ,Winter 2020 ,Unknown ,KPPI-958-0 (X41) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,TBA  ,0 ,0 ,-1 ,0 ,0 ,Full-Time ,0 ,-1
The Business of Social Change ,Winter 2020 ,"Kashner, Megan" ,KPPI-957-5 (51) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Fri 1:30PM - 4:30PM ,5 ,0 ,19 ,31 ,5 ,Full-Time ,0 ,14
Organization of Non-Profit Initiatives ,Winter 2020 ,"McCareins, Mark" ,KPPI-952-5 (41) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,5 ,0 ,35 ,52 ,5 ,Full-Time ,0 ,30
Ethics and Leadership ,Winter 2020 ,"Sandroni, Alvaro" ,KPPI-460-0 (41) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,15 ,0 ,35 ,52 ,15 ,Full-Time ,0 ,20
The Education Industry ,Winter 2020 ,"Kothari, Pranav" ,KPPI-454-5 (41) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Non-Standard Meetings ,10 ,0 ,17 ,41 ,10 ,Full-Time ,0 ,7
Leadership Perspectives in Nonprofit Management ,Winter 2020 ,"Howard, Liz" ,KPPI-450-5 (41) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,4 ,0 ,42 ,51 ,4 ,Full-Time ,0 ,38
The Business of Social Change ,Winter 2020 ,Unknown ,KPPI-957-5 (X81) ,Winter 2020 Bidding Phase II ,KPPI ,Chicago ,TBA  ,1 ,0 ,-7 ,0 ,0 ,"Exchange, Full-Time, E&W" ,0 ,-7
Public Economics for Business Leaders: Federal Policy ,Winter 2020 ,"Besanko, David" ,KPPI-470-0 (32) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,11 ,0 ,17 ,63 ,14 ,"Full-Time, E&W" ,0 ,3
Public Economics for Business Leaders: Federal Policy ,Winter 2020 ,"Besanko, David" ,KPPI-470-0 (31) ,Winter 2020 Bidding Phase II ,KPPI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,10 ,1000 ,2 ,63 ,2 ,"Full-Time, E&W" ,0 ,0
Leadership and Crisis Management ,Winter 2020 ,"Spenkuch, Jorg" ,KPPI-440-5 (81) ,Winter 2020 Bidding Phase II ,KPPI ,Chicago ,Non-Standard Meetings ,12 ,5 ,11 ,65 ,11 ,"Full-Time, E&W" ,0 ,0
Leadership and Crisis Management ,Winter 2020 ,"Austen-Smith, David" ,KPPI-440-5 (82) ,Winter 2020 Bidding Phase II ,KPPI ,Chicago ,Non-Standard Meetings ,8 ,0 ,16 ,65 ,8 ,"Full-Time, E&W" ,0 ,8
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,24 ,701 ,1 ,69 ,1 ,"Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Durandard, Theo" ,MECN-441-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,24 ,701 ,1 ,69 ,1 ,"Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (81) ,Winter 2020 Bidding Phase II ,MECN ,Chicago ,Wed 6:00PM - 9:00PM ,3 ,0 ,36 ,70 ,3 ,"Exchange, Full-Time, E&W" ,0 ,33
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (32) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,17 ,802 ,2 ,69 ,2 ,"Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Durandard, Theo" ,MECN-441-0 (32) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,17 ,802 ,2 ,69 ,2 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Agarwal, Siddhant" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,11 ,1105 ,1 ,50 ,1 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Medici, Carlo" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,11 ,1105 ,1 ,50 ,1 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Qian, Nancy" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,11 ,1105 ,1 ,50 ,1 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Sen, Ritwika" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,11 ,1105 ,1 ,50 ,1 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Medici, Carlo" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,31 ,48 ,1 ,"Full-Time, E&W" ,0 ,30
Making Business Decisions with Big Data ,Winter 2020 ,"Agarwal, Siddhant" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,31 ,48 ,1 ,"Full-Time, E&W" ,0 ,30
Making Business Decisions with Big Data ,Winter 2020 ,"Sen, Ritwika" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,31 ,48 ,1 ,"Full-Time, E&W" ,0 ,30
Making Business Decisions with Big Data ,Winter 2020 ,"Qian, Nancy" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase II ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,31 ,48 ,1 ,"Full-Time, E&W" ,0 ,30
Retail Analytics and Pricing ,Winter 2020 ,"Gordon, Brett" ,MKTG-462-0 (81) ,Winter 2020 Bidding Phase II ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,23 ,60 ,1 ,"Exchange, Full-Time, E&W" ,0 ,22
"Consumers, Culture & Strategy" ,Winter 2020 ,"Carpenter, Gregory" ,MKTG-918-5 (81) ,Winter 2020 Bidding Phase II ,MKTG ,Chicago ,Mon 6:00PM - 9:00PM ,6 ,0 ,25 ,65 ,6 ,"Exchange, Full-Time, E&W" ,0 ,19
Customer Analytics and AI ,Winter 2020 ,"Waisman, Caio" ,MKTG-482-0 (81) ,Winter 2020 Bidding Phase II ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,7 ,0 ,22 ,60 ,7 ,"Exchange, Full-Time, E&W" ,0 ,15
Marketing Management ,Winter 2020 ,"McTigue, Kevin" ,MKTG-430-0 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,7 ,0 ,17 ,65 ,10 ,Full-Time ,0 ,7
Marketing Management ,Winter 2020 ,"McTigue, Kevin" ,MKTG-430-0 (32) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,7 ,75 ,4 ,65 ,4 ,Full-Time ,0 ,0
Ethnographic Customer Insights ,Winter 2020 ,"Fong, Gina" ,MKTG-949-0 (81) ,Winter 2020 Bidding Phase II ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,2 ,0 ,11 ,35 ,2 ,"Exchange, Full-Time, E&W" ,0 ,9
Ethnographic Customer Insights ,Winter 2020 ,"Fong, Gina" ,MKTG-949-0 (41) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,10 ,29 ,4 ,Full-Time ,0 ,6
Retail Analytics and Pricing ,Winter 2020 ,"Gordon, Brett" ,MKTG-462-0 (51) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Fri 8:30AM - 11:30AM ,10 ,216 ,5 ,58 ,5 ,Full-Time ,0 ,0
Marketing Management ,Winter 2020 ,"Grayson, Kent" ,MKTG-430-0 (34) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,2 ,0 ,24 ,65 ,2 ,Full-Time ,0 ,22
Marketing Management ,Winter 2020 ,"McTigue, Kevin" ,MKTG-430-0 (33) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,7 ,550 ,2 ,65 ,2 ,Full-Time ,0 ,0
Marketing Research and Analytics ,Winter 2020 ,Unknown ,MKTG-450-0 (X31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,TBA  ,5 ,0 ,-12 ,0 ,0 ,"Full-Time, E&W" ,0 ,-12
Entrepreneurial Tools for Digital Marketing ,Winter 2020 ,"Johnson, Sean" ,MKTG-961-5 (41) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,9 ,500 ,3 ,50 ,3 ,Full-Time ,0 ,0
Marketing Research and Analytics ,Winter 2020 ,"Touré-Tillery, Rima" ,MKTG-450-0 (32) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,2 ,0 ,25 ,48 ,5 ,"Full-Time, E&W" ,0 ,20
Marketing Strategy for Growth and Defense ,Winter 2020 ,"Calkins, Timothy" ,MKTG-466-0 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,19 ,25 ,18 ,65 ,18 ,"Full-Time, E&W" ,0 ,0
Launching New Products and Services ,Winter 2020 ,"Maimaran, Michal" ,MKTG-465-0 (32) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,7 ,137 ,6 ,48 ,6 ,"Full-Time, E&W" ,0 ,0
Launching New Products and Services ,Winter 2020 ,"Maimaran, Michal" ,MKTG-465-0 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,13 ,169 ,6 ,48 ,6 ,"Full-Time, E&W" ,0 ,0
Services Marketing and Management ,Winter 2020 ,"Jami, Ata" ,MKTG-459-5 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,1 ,0 ,33 ,41 ,1 ,"Full-Time, E&W" ,0 ,32
Customer Analytics and AI ,Winter 2020 ,"Waisman, Caio" ,MKTG-482-0 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,10 ,821 ,4 ,62 ,4 ,"Full-Time, E&W" ,0 ,0
Strategic Brand Management ,Winter 2020 ,"Roese, Neal" ,MKTG-473-0 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Non-Standard Meetings ,10 ,0 ,25 ,48 ,10 ,"Full-Time, E&W" ,0 ,15
Marketing Strategy for Growth and Defense ,Winter 2020 ,"Calkins, Timothy" ,MKTG-466-0 (32) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,10 ,503 ,3 ,65 ,3 ,"Full-Time, E&W" ,0 ,0
"Consumers, Culture & Strategy" ,Winter 2020 ,"Carpenter, Gregory" ,MKTG-918-5 (31) ,Winter 2020 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,11 ,0 ,40 ,62 ,11 ,"Full-Time, E&W" ,0 ,29
Leading the Strategic Change Process ,Winter 2020 ,"Chown, Jillian" ,MORS-452-0 (81) ,Winter 2020 Bidding Phase II ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,38 ,60 ,1 ,"Exchange, Full-Time, E&W" ,0 ,37
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2020 ,"Ocasio, William" ,MORS-453-0 (81) ,Winter 2020 Bidding Phase II ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,1 ,0 ,16 ,35 ,1 ,"Exchange, Full-Time, E&W" ,0 ,15
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2020 ,"Ocasio, William" ,MORS-453-0 (81) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,3 ,0 ,16 ,35 ,3 ,"Exchange, Full-Time, E&W" ,0 ,13
"Power In Organizations: Sources, Strategies and Skills" ,Winter 2020 ,"Ocasio, William" ,MORS-453-0 (31) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,3 ,13 ,2 ,35 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2020 ,"Pearce, Nicholas" ,MORS-462-5 (31) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,7 ,500 ,2 ,36 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Social Dynamics and Network Analytics ,Winter 2020 ,"Youn, Hyejin" ,MORS-457-0 (31) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,9 ,0 ,26 ,65 ,9 ,"Exchange, Full-Time, E&W" ,0 ,17
Leading the Strategic Change Process ,Winter 2020 ,"Chown, Jillian" ,MORS-452-0 (81) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,38 ,60 ,1 ,"Exchange, Full-Time, E&W" ,0 ,37
Leading the Strategic Change Process ,Winter 2020 ,"Chown, Jillian" ,MORS-452-0 (32) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5 ,500 ,2 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Leading the Strategic Change Process ,Winter 2020 ,"Chown, Jillian" ,MORS-452-0 (31) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,8 ,400 ,2 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Marketing Strategy for Growth and Defense ,Winter 2020 ,"Calkins, Timothy" ,MKTG-466-0 (32) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,7 ,10 ,6 ,65 ,6 ,"Full-Time, E&W" ,0 ,0
Marketing Strategy for Growth and Defense ,Winter 2020 ,"Calkins, Timothy" ,MKTG-466-0 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4 ,0 ,6 ,65 ,4 ,"Full-Time, E&W" ,0 ,2
Marketing Research and Analytics ,Winter 2020 ,"Touré-Tillery, Rima" ,MKTG-450-0 (32) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,2 ,0 ,18 ,48 ,2 ,"Full-Time, E&W" ,0 ,16
Marketing Management ,Winter 2020 ,"Grayson, Kent" ,MKTG-430-0 (34) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,1 ,0 ,22 ,65 ,1 ,Full-Time ,0 ,21
Ethnographic Customer Insights ,Winter 2020 ,"Fong, Gina" ,MKTG-949-0 (81) ,Winter 2020 Bidding Phase III ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,3 ,0 ,10 ,35 ,3 ,"Exchange, Full-Time, E&W" ,0 ,7
Entrepreneurial Tools for Digital Marketing ,Winter 2020 ,"Johnson, Sean" ,MKTG-961-5 (41) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,7 ,257 ,2 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Marketing Management ,Winter 2020 ,"McTigue, Kevin" ,MKTG-430-0 (32) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,0 ,0 ,1 ,65 ,0 ,Full-Time ,0 ,1
Marketing Management ,Winter 2020 ,"McTigue, Kevin" ,MKTG-430-0 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,2 ,0 ,9 ,65 ,2 ,Full-Time ,0 ,7
Customer Analytics and AI ,Winter 2020 ,"Waisman, Caio" ,MKTG-482-0 (81) ,Winter 2020 Bidding Phase III ,MKTG ,Chicago ,Sat 9:00AM - 12:00PM ,2 ,0 ,23 ,60 ,2 ,"Exchange, Full-Time, E&W" ,0 ,21
"Consumers, Culture & Strategy" ,Winter 2020 ,"Carpenter, Gregory" ,MKTG-918-5 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3 ,0 ,40 ,65 ,3 ,"Exchange, Full-Time, E&W" ,0 ,37
"Consumers, Culture & Strategy" ,Winter 2020 ,"Carpenter, Gregory" ,MKTG-918-5 (81) ,Winter 2020 Bidding Phase III ,MKTG ,Chicago ,Mon 6:00PM - 9:00PM ,7 ,0 ,23 ,65 ,7 ,"Exchange, Full-Time, E&W" ,0 ,16
Ethnographic Customer Insights ,Winter 2020 ,"Fong, Gina" ,MKTG-949-0 (41) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Thu 6:30PM - 9:30PM ,2 ,0 ,11 ,35 ,2 ,"Exchange, Full-Time, E&W" ,0 ,9
Customer Analytics and AI ,Winter 2020 ,"Waisman, Caio" ,MKTG-482-0 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Tue 1:30PM - 4:30PM ,7 ,0 ,10 ,65 ,7 ,"Exchange, Full-Time, E&W" ,0 ,3
Strategic Brand Management ,Winter 2020 ,"Roese, Neal" ,MKTG-473-0 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Non-Standard Meetings ,6 ,0 ,18 ,50 ,6 ,"Exchange, Full-Time, E&W" ,0 ,12
Launching New Products and Services ,Winter 2020 ,"Maimaran, Michal" ,MKTG-465-0 (32) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,4 ,100 ,4 ,50 ,4 ,"Exchange, Full-Time, E&W" ,0 ,0
Launching New Products and Services ,Winter 2020 ,"Maimaran, Michal" ,MKTG-465-0 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3 ,162 ,2 ,50 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Retail Analytics and Pricing ,Winter 2020 ,"Gordon, Brett" ,MKTG-462-0 (81) ,Winter 2020 Bidding Phase III ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,3 ,0 ,23 ,60 ,3 ,"Exchange, Full-Time, E&W" ,0 ,20
Retail Analytics and Pricing ,Winter 2020 ,"Gordon, Brett" ,MKTG-462-0 (51) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Fri 8:30AM - 11:30AM ,3 ,0 ,11 ,70 ,3 ,"Exchange, Full-Time, E&W" ,0 ,8
Services Marketing and Management ,Winter 2020 ,"Jami, Ata" ,MKTG-459-5 (31) ,Winter 2020 Bidding Phase III ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,2 ,0 ,32 ,45 ,2 ,"Exchange, Full-Time, E&W" ,0 ,30
Advertising Strategy ,Winter 2020 ,"Pearlman, Mary" ,MKTG-454-0 (81) ,Winter 2020 Bidding Phase III ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,3 ,0 ,22 ,47 ,3 ,"Exchange, Full-Time, E&W" ,0 ,19
Making Business Decisions with Big Data ,Winter 2020 ,"Qian, Nancy" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase III ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,0 ,33 ,48 ,10 ,"Full-Time, E&W" ,0 ,23
Making Business Decisions with Big Data ,Winter 2020 ,"Sen, Ritwika" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase III ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,0 ,33 ,48 ,10 ,"Full-Time, E&W" ,0 ,23
Making Business Decisions with Big Data ,Winter 2020 ,"Agarwal, Siddhant" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase III ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,0 ,33 ,48 ,10 ,"Full-Time, E&W" ,0 ,23
Making Business Decisions with Big Data ,Winter 2020 ,"Medici, Carlo" ,MECN-935-0 (81) ,Winter 2020 Bidding Phase III ,MECN ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,0 ,33 ,48 ,10 ,"Full-Time, E&W" ,0 ,23
Making Business Decisions with Big Data ,Winter 2020 ,"Sen, Ritwika" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,258 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Qian, Nancy" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,258 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Medici, Carlo" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,258 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
Making Business Decisions with Big Data ,Winter 2020 ,"Agarwal, Siddhant" ,MECN-935-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,258 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (81) ,Winter 2020 Bidding Phase III ,MECN ,Chicago ,Wed 6:00PM - 9:00PM ,7 ,0 ,35 ,70 ,7 ,"Exchange, Full-Time, E&W" ,0 ,28
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (32) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,8 ,100 ,4 ,70 ,4 ,"Exchange, Full-Time, E&W" ,0 ,0
Leadership and Crisis Management ,Winter 2020 ,"Austen-Smith, David" ,KPPI-440-5 (82) ,Winter 2020 Bidding Phase III ,KPPI ,Chicago ,Non-Standard Meetings ,12 ,50 ,10 ,65 ,10 ,"Full-Time, E&W" ,0 ,0
Leadership and Crisis Management ,Winter 2020 ,"Spenkuch, Jorg" ,KPPI-440-5 (81) ,Winter 2020 Bidding Phase III ,KPPI ,Chicago ,Non-Standard Meetings ,0 ,0 ,1 ,65 ,0 ,"Full-Time, E&W" ,0 ,1
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Durandard, Theo" ,MECN-441-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,22 ,806 ,5 ,70 ,5 ,"Exchange, Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Durandard, Theo" ,MECN-441-0 (32) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,8 ,100 ,4 ,70 ,4 ,"Exchange, Full-Time, E&W" ,0 ,0
Competitive Strategy and Industrial Structure ,Winter 2020 ,"Mollner, Joshua" ,MECN-441-0 (31) ,Winter 2020 Bidding Phase III ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,22 ,806 ,5 ,70 ,5 ,"Exchange, Full-Time, E&W" ,0 ,0
Organization of Non-Profit Initiatives ,Winter 2020 ,"McCareins, Mark" ,KPPI-952-5 (41) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,2 ,0 ,47 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,45
The Business of Social Change ,Winter 2020 ,"Kashner, Megan" ,KPPI-957-5 (51) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Fri 1:30PM - 4:30PM ,2 ,0 ,25 ,45 ,2 ,"Exchange, Full-Time, E&W" ,0 ,23
Data Analytics Decisions ,Winter 2020 ,"Shapiro, Joel" ,KMCI-940-0 (31) ,Winter 2020 Bidding Phase III ,KMCI ,Evanston ,Tue 1:30PM - 4:30PM ,2 ,0 ,15 ,35 ,2 ,"Full-Time, E&W" ,0 ,13
Leadership Perspectives in Nonprofit Management ,Winter 2020 ,"Howard, Liz" ,KPPI-450-5 (41) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,1 ,0 ,45 ,65 ,1 ,"Exchange, Full-Time, E&W" ,0 ,44
Startup Branding ,Winter 2020 ,"Roese, Neal" ,KIEI-973-5 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,8 ,399 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
Startup Branding ,Winter 2020 ,"Cantalupo, Jeff" ,KIEI-973-5 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,8 ,399 ,2 ,50 ,2 ,"Full-Time, E&W" ,0 ,0
